,avg_tumor,avg_normal,logFC,pvalue,threshold
herv_1744,0.750936272360609,0.0380902579333333,4.30119651725816,2.60375958579135e-33,Up
herv_4825,3.15003936216618,0.0381602096333333,6.367156949266,2.81954117669744e-45,Up
herv_5711,0.677428352480356,0.0388218693333333,4.12512687651876,2.01768139276093e-67,Up
herv_5290,4.75007422374668,0.0419843748047667,6.82195374225274,2.15448456706044e-59,Up
herv_1966,1.23789644374523,0.0543809233333333,4.50864617360864,9.16196153640068e-61,Up
herv_3254,1.13094902552225,0.0563918009333333,4.32590467726097,2.19530953341453e-39,Up
herv_2003,1.58377223485081,0.059950005,4.72346118956245,9.17023921894172e-54,Up
herv_4057,3.68367023009136,0.0752352660666667,5.61359102904492,2.36726560240706e-80,Up
herv_6123,1.45881551006131,0.0900781029333333,4.01747718908106,2.03733897396838e-46,Up
herv_3171,2.60203751579988,0.125202150166667,4.37731051896762,1.25504943482192e-68,Up
